date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:03:59	10056/10056	---M-Z	200	added ('OK')	application/javascript	etag:%222748-57698981-7cf53172121605dd%22	http://wp.gawibowo.com/headline-news/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	C:/get%20html%20site/new%20get/wp.gawibowo.com/headline-news/wp-includes/js/jquery/jquery-migrate.min330a.js	(from http://wp.gawibowo.com/headline-news/home/home-style-7/)
14:04:02	97184/97184	---M-Z	200	added ('OK')	application/javascript	etag:%2217ba0-57698981-96c441181492ac75%22	http://wp.gawibowo.com/headline-news/wp-includes/js/jquery/jquery.js?ver=1.12.4	C:/get%20html%20site/new%20get/wp.gawibowo.com/headline-news/wp-includes/js/jquery/jqueryb8ff.js	(from http://wp.gawibowo.com/headline-news/home/home-style-7/)
14:04:02	17760/17760	---M--	200	added ('OK')	image/png	etag:%224560-53672eaa-a282592ece746b8%22	http://wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/05/headline-news1.png	C:/get%20html%20site/new%20get/wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/05/headline-news1.png	(from http://wp.gawibowo.com/headline-news/home/home-style-7/)
14:04:04	9300/9300	---M--	200	added ('OK')	image/jpeg	etag:%222454-536a0fd6-70739f82a35e64ea%22	http://wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/02/tumblr_mzgzcdEDTL1st5lhmo1_1280-270x180.jpg	C:/get%20html%20site/new%20get/wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/02/tumblr_mzgzcdEDTL1st5lhmo1_1280-270x180.jpg	(from http://wp.gawibowo.com/headline-news/home/home-style-7/)
14:04:05	18414/18414	---M--	200	added ('OK')	image/jpeg	etag:%2247ee-536a0fcf-461f3b9495f84684%22	http://wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/02/tumblr_mzgzd79XMY1st5lhmo1_1280-270x180.jpg	C:/get%20html%20site/new%20get/wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/02/tumblr_mzgzd79XMY1st5lhmo1_1280-270x180.jpg	(from http://wp.gawibowo.com/headline-news/home/home-style-7/)
14:04:07	13233/13233	---M--	200	added ('OK')	image/jpeg	etag:%2233b1-53719ce4-ca5d41e00e122596%22	http://wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/02/tumblr_n10n5ygMJI1st5lhmo1_1280-270x180.jpg	C:/get%20html%20site/new%20get/wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/02/tumblr_n10n5ygMJI1st5lhmo1_1280-270x180.jpg	(from http://wp.gawibowo.com/headline-news/home/home-style-7/)
14:04:11	37984/37984	---M--	200	added ('OK')	image/jpeg	etag:%229460-536919ee-114b2f8338e0d829%22	http://wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/03/picjumbo.com_IMG_0650-480x285.jpg	C:/get%20html%20site/new%20get/wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/03/picjumbo.com_IMG_0650-480x285.jpg	(from http://wp.gawibowo.com/headline-news/home/home-style-7/)
14:04:12	32854/32854	---M--	200	added ('OK')	image/jpeg	etag:%228056-536a0fd1-f9b00b4b8da5e71a%22	http://wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/03/tumblr_mwhd396nl71st5lhmo1_1280-480x285.jpg	C:/get%20html%20site/new%20get/wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/03/tumblr_mwhd396nl71st5lhmo1_1280-480x285.jpg	(from http://wp.gawibowo.com/headline-news/home/home-style-7/)
14:04:18	38721/38721	---M--	200	added ('OK')	image/jpeg	etag:%229741-536a0fd1-4bbf9b94bb826e2%22	http://wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/03/tumblr_mtavhdvESW1st5lhmo1_1280-480x285.jpg	C:/get%20html%20site/new%20get/wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/03/tumblr_mtavhdvESW1st5lhmo1_1280-480x285.jpg	(from http://wp.gawibowo.com/headline-news/home/home-style-7/)
14:04:22	22523/22523	---M--	200	added ('OK')	image/jpeg	etag:%2257fb-536919ef-97857432f13d7fe6%22	http://wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/03/tumblr_mufs8mix841st5lhmo1_1280-270x180.jpg	C:/get%20html%20site/new%20get/wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/03/tumblr_mufs8mix841st5lhmo1_1280-270x180.jpg	(from http://wp.gawibowo.com/headline-news/home/home-style-7/)
14:04:22	60657/60657	---M--	200	added ('OK')	image/jpeg	etag:%22ecf1-536a0fd1-5d10e1ab953440%22	http://wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/02/tumblr_mzgz8arzYo1st5lhmo1_1280-480x285.jpg	C:/get%20html%20site/new%20get/wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/02/tumblr_mzgz8arzYo1st5lhmo1_1280-480x285.jpg	(from http://wp.gawibowo.com/headline-news/home/home-style-7/)
14:04:24	10616/10616	---M--	200	added ('OK')	image/jpeg	etag:%222978-53719cd5-4d894179c05428b8%22	http://wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/02/tumblr_n10n4rpjvZ1st5lhmo1_1280-270x180.jpg	C:/get%20html%20site/new%20get/wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/02/tumblr_n10n4rpjvZ1st5lhmo1_1280-270x180.jpg	(from http://wp.gawibowo.com/headline-news/home/home-style-7/)
14:04:26	20444/20444	---M--	200	added ('OK')	image/jpeg	etag:%224fdc-53719cc0-deea0dd17c8018c3%22	http://wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/02/tumblr_n0hpvtE8J11st5lhmo1_1280-270x180.jpg	C:/get%20html%20site/new%20get/wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/02/tumblr_n0hpvtE8J11st5lhmo1_1280-270x180.jpg	(from http://wp.gawibowo.com/headline-news/home/home-style-7/)
14:04:27	19029/19029	---M--	200	added ('OK')	image/jpeg	etag:%224a55-536a0fd8-c09dd19fddd6e5bc%22	http://wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/03/tumblr_mtagkyYVIT1st5lhmo1_1280-270x180.jpg	C:/get%20html%20site/new%20get/wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/03/tumblr_mtagkyYVIT1st5lhmo1_1280-270x180.jpg	(from http://wp.gawibowo.com/headline-news/home/home-style-7/)
14:04:29	15167/15167	---M--	200	added ('OK')	image/jpeg	etag:%223b3f-536a0fdc-da5586ca52f4fff9%22	http://wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/03/tumblr_myebvrTkci1st5lhmo1_1280-270x180.jpg	C:/get%20html%20site/new%20get/wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/03/tumblr_myebvrTkci1st5lhmo1_1280-270x180.jpg	(from http://wp.gawibowo.com/headline-news/home/home-style-7/)
14:04:29	2080/2080	---M--	200	added ('OK')	image/jpeg	etag:%22820-536a0fdc-d6debde58ffc5830%22	http://wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/03/tumblr_mx3toqF8VU1st5lhmo1_1280-70x70.jpg	C:/get%20html%20site/new%20get/wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/03/tumblr_mx3toqF8VU1st5lhmo1_1280-70x70.jpg	(from http://wp.gawibowo.com/headline-news/home/home-style-7/)
14:04:32	30029/30029	---M--	200	added ('OK')	image/jpeg	etag:%22754d-536a0fd7-9e49ec467abeee8%22	http://wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/03/tumblr_n0hpwpZrVc1st5lhmo1_1280-270x180.jpg	C:/get%20html%20site/new%20get/wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/03/tumblr_n0hpwpZrVc1st5lhmo1_1280-270x180.jpg	(from http://wp.gawibowo.com/headline-news/home/home-style-7/)
14:04:33	20425/20425	---M--	200	added ('OK')	image/jpeg	etag:%224fc9-536919ee-6f0c391559a3e56e%22	http://wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/03/tumblr_n0hpwpZrVc1st5lhmo1_1280-70x70.jpg	C:/get%20html%20site/new%20get/wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/03/tumblr_n0hpwpZrVc1st5lhmo1_1280-70x70.jpg	(from http://wp.gawibowo.com/headline-news/home/home-style-7/)
14:04:34	2931/2931	---M--	200	added ('OK')	image/jpeg	etag:%22b73-536919ee-f2aa7bb79d5a600d%22	http://wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/03/tumblr_mtavhdvESW1st5lhmo1_1280-70x70.jpg	C:/get%20html%20site/new%20get/wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/03/tumblr_mtavhdvESW1st5lhmo1_1280-70x70.jpg	(from http://wp.gawibowo.com/headline-news/home/home-style-7/)
14:04:36	236939/236939	---M--	200	added ('OK')	image/jpeg	etag:%2239d8b-53719caf-35dc8b874f84545f%22	http://wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/02/tumblr_mzgzd79XMY1st5lhmo1_1280.jpg	C:/get%20html%20site/new%20get/wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/02/tumblr_mzgzd79XMY1st5lhmo1_1280.jpg	(from http://wp.gawibowo.com/headline-news/home/home-style-7/)
14:04:40	51063/51063	---M--	200	added ('OK')	image/jpeg	etag:%22c777-536a0fd2-b455e2e4f4380855%22	http://wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/02/tumblr_mzgz5jwouC1st5lhmo1_1280-480x285.jpg	C:/get%20html%20site/new%20get/wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/02/tumblr_mzgz5jwouC1st5lhmo1_1280-480x285.jpg	(from http://wp.gawibowo.com/headline-news/home/home-style-7/)
14:04:40	39448/39448	---M--	200	added ('OK')	image/jpeg	etag:%229a18-53719ce9-26b83b330939b783%22	http://wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/02/tumblr_n10n5ygMJI1st5lhmo1_1280-70x70.jpg	C:/get%20html%20site/new%20get/wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/02/tumblr_n10n5ygMJI1st5lhmo1_1280-70x70.jpg	(from http://wp.gawibowo.com/headline-news/home/home-style-7/)
14:04:41	2502/2502	---M--	200	added ('OK')	image/jpeg	etag:%229c6-53719c85-59f8f8bdeaa8dd31%22	http://wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/02/tumblr_mzgz5jwouC1st5lhmo1_1280-70x70.jpg	C:/get%20html%20site/new%20get/wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/02/tumblr_mzgz5jwouC1st5lhmo1_1280-70x70.jpg	(from http://wp.gawibowo.com/headline-news/home/home-style-7/)
14:04:41	1493/1493	---M--	200	added ('OK')	image/jpeg	etag:%225d5-536919ee-81b3db46adb0edfc%22	http://wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/03/tumblr_mwhdglB25O1st5lhmo1_1280-70x70.jpg	C:/get%20html%20site/new%20get/wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/03/tumblr_mwhdglB25O1st5lhmo1_1280-70x70.jpg	(from http://wp.gawibowo.com/headline-news/home/home-style-7/)
14:04:42	2526/2526	---M--	200	added ('OK')	image/jpeg	etag:%229de-536a0fdc-fd7b8839603bb247%22	http://wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/03/tumblr_mzgz2dmpvq1st5lhmo1_1280-70x70.jpg	C:/get%20html%20site/new%20get/wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/03/tumblr_mzgz2dmpvq1st5lhmo1_1280-70x70.jpg	(from http://wp.gawibowo.com/headline-news/home/home-style-7/)
14:04:42	2224/2224	---M--	200	added ('OK')	image/jpeg	etag:%228b0-536a0fdc-4f5a734de3c48266%22	http://wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/03/tumblr_mx3trrzUOJ1st5lhmo1_1280-70x70.jpg	C:/get%20html%20site/new%20get/wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/03/tumblr_mx3trrzUOJ1st5lhmo1_1280-70x70.jpg	(from http://wp.gawibowo.com/headline-news/home/home-style-7/)
14:04:44	48325/48325	---M--	200	added ('OK')	image/jpeg	etag:%22bcc5-536919ee-4b0ecccf336e4ba5%22	http://wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/03/picjumbo.com_IMG_8746-480x285.jpg	C:/get%20html%20site/new%20get/wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/03/picjumbo.com_IMG_8746-480x285.jpg	(from http://wp.gawibowo.com/headline-news/home/home-style-7/)
14:04:44	12545/12545	---M--	200	added ('OK')	image/jpeg	etag:%223101-53719ce0-c1ca2fb2918ae1dd%22	http://wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/02/tumblr_n10n5ygMJI1st5lhmo1_1280-263x170.jpg	C:/get%20html%20site/new%20get/wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/02/tumblr_n10n5ygMJI1st5lhmo1_1280-263x170.jpg	(from http://wp.gawibowo.com/headline-news/home/home-style-7/)
14:04:44	18100/18100	---M--	200	added ('OK')	image/jpeg	etag:%2246b4-53719cb2-78ae367992b5ff64%22	http://wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/02/tumblr_mzzqzbLVlr1st5lhmo1_1280-263x170.jpg	C:/get%20html%20site/new%20get/wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/02/tumblr_mzzqzbLVlr1st5lhmo1_1280-263x170.jpg	(from http://wp.gawibowo.com/headline-news/home/home-style-7/)
14:04:48	29330/29330	---M--	200	added ('OK')	image/jpeg	etag:%227292-536919ef-de37f3da9ef6a2e%22	http://wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/03/tumblr_n0hpwpZrVc1st5lhmo1_1280-263x170.jpg	C:/get%20html%20site/new%20get/wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/03/tumblr_n0hpwpZrVc1st5lhmo1_1280-263x170.jpg	(from http://wp.gawibowo.com/headline-news/home/home-style-7/)
14:04:50	32372/32372	---M--	200	added ('OK')	image/jpeg	etag:%227e74-5655d20e-bdf61f9993ff9090%22	http://wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/02/tumblr_n10n3wfcrl1st5lhmo1_1280-263x170.jpg	C:/get%20html%20site/new%20get/wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/02/tumblr_n10n3wfcrl1st5lhmo1_1280-263x170.jpg	(from http://wp.gawibowo.com/headline-news/home/home-style-7/)
14:04:50	10779/10779	---M--	200	added ('OK')	image/jpeg	etag:%222a1b-536919fa-490c256674edcce8%22	http://wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/03/tumblr_mxrva40Plz1st5lhmo1_1280-263x170.jpg	C:/get%20html%20site/new%20get/wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/03/tumblr_mxrva40Plz1st5lhmo1_1280-263x170.jpg	(from http://wp.gawibowo.com/headline-news/home/home-style-7/)
14:04:51	2091/2091	---M--	200	added ('OK')	image/jpeg	etag:%2282b-536a49f1-80ca5b32c6aefba2%22	http://wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/03/tumblr_mxrva40Plz1st5lhmo1_1280-70x70.jpg	C:/get%20html%20site/new%20get/wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/03/tumblr_mxrva40Plz1st5lhmo1_1280-70x70.jpg	(from http://wp.gawibowo.com/headline-news/home/home-style-7/)
14:04:52	2530/2530	---M--	200	added ('OK')	image/jpeg	etag:%229e2-536a0fdf-f13499c50c3031cc%22	http://wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/02/tumblr_n0hpvtE8J11st5lhmo1_1280-70x70.jpg	C:/get%20html%20site/new%20get/wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/02/tumblr_n0hpvtE8J11st5lhmo1_1280-70x70.jpg	(from http://wp.gawibowo.com/headline-news/home/home-style-7/)
14:04:53	22598/22598	---M--	200	added ('OK')	image/jpeg	etag:%225846-5655d20e-bf83ece07dd911e6%22	http://wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/02/tumblr_n10n3wfcrl1st5lhmo1_1280-70x70.jpg	C:/get%20html%20site/new%20get/wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/02/tumblr_n10n3wfcrl1st5lhmo1_1280-70x70.jpg	(from http://wp.gawibowo.com/headline-news/home/home-style-7/)
14:04:53	363670/363670	---M--	200	added ('OK')	image/png	etag:%2258c96-53671fd8-512c65ab1c0dcc36%22	http://wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/05/blurred17.png	C:/get%20html%20site/new%20get/wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/05/blurred17.png	(from http://wp.gawibowo.com/headline-news/home/home-style-7/)
14:04:54	1696/1696	---M--	200	added ('OK')	image/jpeg	etag:%226a0-53719c9c-ea92d6fdb4162d37%22	http://wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/02/tumblr_mzgzcdEDTL1st5lhmo1_1280-70x70.jpg	C:/get%20html%20site/new%20get/wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/02/tumblr_mzgzcdEDTL1st5lhmo1_1280-70x70.jpg	(from http://wp.gawibowo.com/headline-news/home/home-style-7/)
14:04:55	2837/2837	---M--	200	added ('OK')	image/png	etag:%22b15-532faef6-5f538e6e16850e00%22	http://wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/03/ads-250.png	C:/get%20html%20site/new%20get/wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/03/ads-250.png	(from http://wp.gawibowo.com/headline-news/home/home-style-7/)
14:04:55	22979/22979	---M--	200	added ('OK')	image/jpeg	etag:%2259c3-536a49e8-63bf5d9c20709e26%22	http://wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/02/tumblr_n10n4rpjvZ1st5lhmo1_1280-70x70.jpg	C:/get%20html%20site/new%20get/wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/02/tumblr_n10n4rpjvZ1st5lhmo1_1280-70x70.jpg	(from http://wp.gawibowo.com/headline-news/home/home-style-7/)
14:04:55	5259/5259	---M--	200	added ('OK')	image/png	etag:%22148b-558de85c-abdc82b74d268f06%22	http://wp.gawibowo.com/headline-news/wp-content/themes/headline-news/images/loading.png	C:/get%20html%20site/new%20get/wp.gawibowo.com/headline-news/wp-content/themes/headline-news/images/loading.png	(from http://wp.gawibowo.com/headline-news/home/home-style-7/)
14:04:55	2547/2547	---M--	200	added ('OK')	image/jpeg	etag:%229f3-53719cb8-1dfda82d20655cf3%22	http://wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/02/tumblr_mzzqzbLVlr1st5lhmo1_1280-70x70.jpg	C:/get%20html%20site/new%20get/wp.gawibowo.com/headline-news/wp-content/uploads/sites/2/2014/02/tumblr_mzzqzbLVlr1st5lhmo1_1280-70x70.jpg	(from http://wp.gawibowo.com/headline-news/home/home-style-7/)
14:04:56	2506/2506	---M-Z	200	added ('OK')	application/javascript	etag:%229ca-537192f8-cd11e0077030ba18%22	http://wp.gawibowo.com/headline-news/wp-content/plugins/g7-shortcodes/js/shortcodes.js?ver=804ab4b68987012327e3393514324f97	C:/get%20html%20site/new%20get/wp.gawibowo.com/headline-news/wp-content/plugins/g7-shortcodes/js/shortcodes8eb3.js	(from http://wp.gawibowo.com/headline-news/home/home-style-7/)
14:04:56	3346/3346	---M-Z	200	added ('OK')	application/javascript	etag:%22d12-56d4cce6-ee6b04423817f047%22	http://wp.gawibowo.com/headline-news/wp-content/themes/headline-news/js/jquery.fitvids.js?ver=804ab4b68987012327e3393514324f97	C:/get%20html%20site/new%20get/wp.gawibowo.com/headline-news/wp-content/themes/headline-news/js/jquery.fitvids.js	(from http://wp.gawibowo.com/headline-news/home/home-style-7/)
14:04:57	1797/1797	---M-Z	200	added ('OK')	application/javascript	etag:%22705-558de85c-9531f9ec54883fbf%22	http://wp.gawibowo.com/headline-news/wp-content/themes/headline-news/js/jquery.mobilemenu.js?ver=804ab4b68987012327e3393514324f97	C:/get%20html%20site/new%20get/wp.gawibowo.com/headline-news/wp-content/themes/headline-news/js/jquery.mobilemenu.js	(from http://wp.gawibowo.com/headline-news/home/home-style-7/)
14:04:57	4886/4886	---M-Z	200	added ('OK')	application/javascript	etag:%221316-56412e54-a4428a7ad0b2e41%22	http://wp.gawibowo.com/headline-news/wp-content/themes/headline-news/js/jquery.liScroll.js?ver=804ab4b68987012327e3393514324f97	C:/get%20html%20site/new%20get/wp.gawibowo.com/headline-news/wp-content/themes/headline-news/js/jquery.liScroll8eb3.js	(from http://wp.gawibowo.com/headline-news/home/home-style-7/)
14:04:57	35296/35296	---M-Z	200	added ('OK')	application/javascript	etag:%2289e0-55d4d550-b1c81a8ef8bca738%22	http://wp.gawibowo.com/headline-news/wp-content/themes/headline-news/js/jquery.prettyPhoto.js?ver=804ab4b68987012327e3393514324f97	C:/get%20html%20site/new%20get/wp.gawibowo.com/headline-news/wp-content/themes/headline-news/js/jquery.prettyPhoto.js	(from http://wp.gawibowo.com/headline-news/home/home-style-7/)
14:04:58	1078/1078	---M-Z	200	added ('OK')	application/javascript	etag:%22436-5668ab92-b0bede9605d7abb9%22	http://wp.gawibowo.com/headline-news/wp-includes/js/comment-reply.min.js?ver=804ab4b68987012327e3393514324f97	C:/get%20html%20site/new%20get/wp.gawibowo.com/headline-news/wp-includes/js/comment-reply.min8eb3.js	(from http://wp.gawibowo.com/headline-news/home/home-style-7/)
14:04:58	22344/22344	---M-Z	200	added ('OK')	application/javascript	etag:%225748-57716f18-8824f5b3b5537e04%22	http://wp.gawibowo.com/headline-news/wp-content/themes/headline-news/js/jquery.flexslider-min.js?ver=804ab4b68987012327e3393514324f97	C:/get%20html%20site/new%20get/wp.gawibowo.com/headline-news/wp-content/themes/headline-news/js/jquery.flexslider-min8eb3.js	(from http://wp.gawibowo.com/headline-news/home/home-style-7/)
14:04:58	2575/2575	---M-Z	200	added ('OK')	application/javascript	etag:%22a0f-577378ba-5645febdf8495f06%22	http://wp.gawibowo.com/headline-news/wp-content/themes/headline-news/js/retina.min.js?ver=804ab4b68987012327e3393514324f97	C:/get%20html%20site/new%20get/wp.gawibowo.com/headline-news/wp-content/themes/headline-news/js/retina.min8eb3.js	(from http://wp.gawibowo.com/headline-news/home/home-style-7/)
14:04:58	3526/3526	---M-Z	200	added ('OK')	application/javascript	etag:%22dc6-57716f18-b264c28754b26218%22	http://wp.gawibowo.com/headline-news/wp-content/themes/headline-news/js/scripts.js?ver=1.3	C:/get%20html%20site/new%20get/wp.gawibowo.com/headline-news/wp-content/themes/headline-news/js/scripts4e44.js	(from http://wp.gawibowo.com/headline-news/home/home-style-7/)
14:04:58	1403/1403	---M-Z	200	added ('OK')	application/javascript	etag:%2257b-5721e6a1-de34bc2b70e7a95d%22	http://wp.gawibowo.com/headline-news/wp-includes/js/wp-embed.min.js?ver=804ab4b68987012327e3393514324f97	C:/get%20html%20site/new%20get/wp.gawibowo.com/headline-news/wp-includes/js/wp-embed.min8eb3.js	(from http://wp.gawibowo.com/headline-news/home/home-style-7/)
